target_id,comparator_id,outcome_id,analysis_id,rr,ci_95_lb,ci_95_ub,p,i_2,log_rr,se_log_rr,target_subjects,comparator_subjects,target_days,comparator_days,target_outcomes,comparator_outcomes,calibrated_p,calibrated_rr,calibrated_ci_95_lb,calibrated_ci_95_ub,calibrated_log_rr,calibrated_se_log_rr,database_id
16761,16762,80502,1,0.260584632371953,NA,18.6728076221679,NA,NA,-1.3448275862069,NA,316,639,3279,6916,0,-5,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,16743,1,1.13386445808081,0.815197175326572,1.56506836241164,0.450235406139283,NA,0.125631672659891,0.166394579778362,316,639,2710,5792,67,124,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,140673,1,NA,NA,NA,NA,NA,NA,NA,316,639,3278,6917,-5,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,435243,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,78524,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4295261,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4080762,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,438120,1,NA,NA,NA,NA,NA,NA,NA,316,639,3277,6917,-5,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,79917,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4213540,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,432867,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4166231,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4209423,1,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,140673,2,NA,NA,NA,NA,NA,NA,NA,273,273,2854,2799,-5,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,16743,2,1.35337919227939,0.916415825329845,2.01265370015414,0.131624332293044,NA,0.302604570292145,0.200702453177564,273,273,2393,2484,58,44,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,78524,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,16741,2,1.46115207291713,0.901539033826831,2.40582782710545,0.129903173653904,NA,0.379225215590726,0.250398987290008,273,273,2855,2797,40,27,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,80502,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,433736,2,0.985400676249826,0.0390064505619983,24.893690114415,0.992878138473549,NA,-0.0147069426031517,1.6476431864938,273,273,2852,2776,-5,-5,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4166231,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,438120,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4080762,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4209423,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,432867,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,79917,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4295261,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,435243,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4213540,2,NA,NA,NA,NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,16743,3,1.13475032329059,0.838833955414954,1.52169654448362,0.40539416341876,NA,0.126412647254671,0.151933495881447,316,639,2710,5792,67,124,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,140673,3,NA,NA,NA,NA,NA,NA,NA,316,639,3278,6917,-5,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,16741,3,1.39521951454225,0.944032755482434,2.04064881106598,0.0903396745481753,NA,0.333051760988647,0.196652138214183,316,639,3279,6915,43,66,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4080762,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,80502,3,0.234809767693318,NA,14.5795866137083,NA,NA,-1.44897959183673,NA,316,639,3279,6916,0,-5,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,433736,3,0.537209823983392,0.0274723742310401,3.63327118130337,0.618032824660804,NA,-0.62136652711495,1.24612181283323,316,639,3276,6852,-5,-5,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4213540,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4166231,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4295261,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,435243,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,4209423,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,78524,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,438120,3,NA,NA,NA,NA,NA,NA,NA,316,639,3277,6917,-5,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,79917,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
16761,16762,432867,3,NA,NA,NA,NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA,NA,NA,NA,NA,cdm_premier_covid_v1240
