database_id,target_id,comparator_id,analysis_id,covariate_id,coefficient
cdm_premier_covid_v1240,16733,16738,1,4341650212,-1.6681168274488412e-4
cdm_premier_covid_v1240,16733,16738,1,4306082212,1.2317984435452245e-4
cdm_premier_covid_v1240,16733,16739,1,192671212,-1.2516771718453383
cdm_premier_covid_v1240,16733,16739,1,444094212,0.8250402319554347
cdm_premier_covid_v1240,16733,16739,1,318800212,-0.7140881471453381
cdm_premier_covid_v1240,16733,16739,1,4103703212,-0.637809871636807
cdm_premier_covid_v1240,16733,16739,1,0,0.5521538800967972
cdm_premier_covid_v1240,16733,16739,1,434621212,-0.26448889390244806
cdm_premier_covid_v1240,16733,16739,1,4104000212,-0.260999375875743
cdm_premier_covid_v1240,16733,16739,1,443784212,-0.25328857757502665
cdm_premier_covid_v1240,16733,16739,1,4027369212,-0.19200817867244227
cdm_premier_covid_v1240,16733,16739,1,4027663212,-0.1869341976653103
cdm_premier_covid_v1240,16733,16739,1,444031212,-0.17220610483403287
cdm_premier_covid_v1240,16733,16739,1,436096212,-0.15225353514326667
cdm_premier_covid_v1240,16733,16739,1,4307774212,-0.14709852495885584
cdm_premier_covid_v1240,16733,16739,1,4272240212,-0.14272737322623855
cdm_premier_covid_v1240,16733,16739,1,4193169212,0.13718838505867043
cdm_premier_covid_v1240,16733,16739,1,316139212,-0.1354844881405897
cdm_premier_covid_v1240,16733,16739,1,4030518212,-0.127699063834557
cdm_premier_covid_v1240,16733,16739,1,433163212,-0.12767185343273546
cdm_premier_covid_v1240,16733,16739,1,319049212,-0.1147031574201252
cdm_premier_covid_v1240,16733,16739,1,40481841212,-0.1107127759246057
cdm_premier_covid_v1240,16733,16739,1,442588212,-0.10752289249678519
cdm_premier_covid_v1240,16733,16739,1,4187768212,-0.09929516443155911
cdm_premier_covid_v1240,16733,16739,1,433736212,0.09714800778252299
cdm_premier_covid_v1240,16733,16739,1,437390212,-0.09699184535417528
cdm_premier_covid_v1240,16733,16739,1,4170569212,-0.09208700419712731
cdm_premier_covid_v1240,16733,16739,1,439777212,-0.088865046860719693
cdm_premier_covid_v1240,16733,16739,1,4047791212,0.07772243854520192
cdm_premier_covid_v1240,16733,16739,1,4193990212,-0.07733652843608897
cdm_premier_covid_v1240,16733,16739,1,73553212,-0.07670870418761247
cdm_premier_covid_v1240,16733,16739,1,4080762212,-0.07572272868433315
cdm_premier_covid_v1240,16733,16739,1,4179670212,-0.07121698278147663
cdm_premier_covid_v1240,16733,16739,1,140673212,-0.06974464374155637
cdm_premier_covid_v1240,16733,16739,1,46271075212,-0.06687085821552148
cdm_premier_covid_v1240,16733,16739,1,4144111212,-0.05944808640622891
cdm_premier_covid_v1240,16733,16739,1,261326212,0.057517526209241214
cdm_premier_covid_v1240,16733,16739,1,4063381212,-0.05698440272370095
cdm_premier_covid_v1240,16733,16739,1,2007,-0.05647658748884829
cdm_premier_covid_v1240,16733,16739,1,4185932212,-0.052105734487290764
cdm_premier_covid_v1240,16733,16739,1,4280354212,-0.05080583213653941
cdm_premier_covid_v1240,16733,16739,1,433595212,0.04645156663830795
cdm_premier_covid_v1240,16733,16739,1,437113212,-0.037577426052107996
cdm_premier_covid_v1240,16733,16739,1,197032212,-0.03648846341431046
cdm_premier_covid_v1240,16733,16739,1,4132090212,-0.033877013758094474
cdm_premier_covid_v1240,16733,16739,1,8003,0.03357911009668942
cdm_premier_covid_v1240,16733,16739,1,4182210212,0.03314655231987743
cdm_premier_covid_v1240,16733,16739,1,198803212,-0.03164597937749865
cdm_premier_covid_v1240,16733,16739,1,257004212,-0.025916908387473202
cdm_premier_covid_v1240,16733,16739,1,4176946212,-0.022535758091883074
cdm_premier_covid_v1240,16733,16739,1,4013074212,-0.02104695172680856
cdm_premier_covid_v1240,16733,16739,1,192359212,-0.020508624820380402
cdm_premier_covid_v1240,16733,16739,1,4087640212,-0.01998734355399299
