"database_id","target_id","comparator_id","outcome_id","analysis_id","interaction_covariate_id","covariate_id","target_mean_before","comparator_mean_before","std_diff_before","target_mean_after","comparator_mean_after","std_diff_after"
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,318800212,0.251,0.155,0.24,0.158,0.164,-0.017
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4144111212,0.251,0.155,0.24,0.158,0.164,-0.017
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4116811212,0.144,0.077,0.215,0.091,0.08,0.042
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,200219212,0.062,0.02,0.212,0.033,0.021,0.073
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,201340212,0.037,0.007,0.203,0.02,0.008,0.1
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4132926212,0.214,0.141,0.193,0.155,0.145,0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4329041212,0.236,0.163,0.185,0.177,0.168,0.023
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4043371212,0.093,0.046,0.184,0.062,0.05,0.051
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4190185212,0.134,0.078,0.182,0.093,0.083,0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,441408212,0.059,0.024,0.175,0.033,0.026,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,31967212,0.058,0.026,0.161,0.036,0.027,0.05
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,27674212,0.044,0.017,0.158,0.025,0.018,0.047
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,437390212,0.525,0.6,-0.15,0.633,0.611,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37395564212,0.445,0.511,-0.132,0.553,0.525,0.056
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,318459212,0.463,0.528,-0.131,0.571,0.542,0.057
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4256228212,0.463,0.528,-0.131,0.571,0.542,0.057
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,437833212,0.214,0.164,0.128,0.182,0.176,0.015
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4012222212,0.016,0.004,0.127,0.009,0.004,0.064
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,46271075212,0.424,0.486,-0.125,0.529,0.5,0.057
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,17003,0.06,0.094,-0.125,0.094,0.091,0.01
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,197381212,0.016,0.004,0.124,0.009,0.004,0.062
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4132090212,0.426,0.487,-0.123,0.531,0.501,0.061
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,319049212,0.426,0.487,-0.123,0.532,0.502,0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4101343212,0.19,0.145,0.12,0.168,0.152,0.043
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4192640212,0.017,0.005,0.114,0.01,0.006,0.045
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4306292212,0.016,0.005,0.111,0.009,0.005,0.047
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,441829212,0.074,0.106,-0.11,0.103,0.11,-0.023
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,444100212,0.165,0.128,0.104,0.122,0.132,-0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42537748212,0.1,0.071,0.104,0.075,0.074,0.007
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4080146212,0.012,0.003,0.103,0.007,0.003,0.05
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,195847212,0.011,0.003,0.102,0.008,0.003,0.07
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,77670212,0.052,0.032,0.101,0.031,0.032,-0.005
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4175440212,0.011,0.003,0.098,0.006,0.003,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42537705212,0.011,0.003,0.098,0.006,0.003,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42537706212,0.011,0.003,0.098,0.006,0.003,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,441542212,0.143,0.112,0.093,0.123,0.117,0.02
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,442077212,0.142,0.111,0.092,0.122,0.116,0.018
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37396146212,0.041,0.025,0.091,0.03,0.027,0.019
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,199074212,0.012,0.004,0.091,0.007,0.005,0.028
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4301699212,0.068,0.047,0.09,0.051,0.049,0.007
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4075249212,0.291,0.252,0.089,0.272,0.267,0.011
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,374888212,0.032,0.049,-0.089,0.037,0.048,-0.055
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4282096212,0.124,0.096,0.089,0.091,0.1,-0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,195596212,0.007,0.001,0.088,0.004,0.002,0.052
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,198678212,0.037,0.022,0.088,0.027,0.024,0.016
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,440383212,0.131,0.103,0.087,0.098,0.107,-0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,378419212,0.015,0.028,-0.087,0.022,0.027,-0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4152280212,0.129,0.102,0.085,0.096,0.105,-0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4092747212,0.017,0.029,-0.083,0.024,0.029,-0.032
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,375239212,0.017,0.03,-0.083,0.024,0.029,-0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4168666212,0.017,0.03,-0.082,0.024,0.029,-0.033
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,139900212,0.005,0.001,0.081,0.005,0.001,0.076
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4134887212,0.05,0.033,0.081,0.038,0.036,0.012
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4145627212,0.016,0.007,0.081,0.013,0.008,0.051
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4182210212,0.115,0.142,-0.081,0.13,0.141,-0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,433736212,0.245,0.211,0.081,0.224,0.219,0.012
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4129389212,0.016,0.008,0.08,0.012,0.008,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4060556212,0.01,0.003,0.08,0.008,0.003,0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4088937212,0.01,0.003,0.08,0.008,0.003,0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4207688212,0.028,0.016,0.08,0.02,0.018,0.017
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37016768212,0.008,0.002,0.08,0.004,0.002,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,196620212,0.023,0.012,0.08,0.016,0.013,0.022
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435140212,0.007,0.002,0.079,0.006,0.002,0.063
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,436585212,0.007,0.002,0.079,0.006,0.002,0.063
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,318736212,0.025,0.014,0.079,0.017,0.015,0.02
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4134454212,0.025,0.014,0.079,0.017,0.015,0.019
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4182562212,0.008,0.003,0.079,0.005,0.003,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4193875212,0.023,0.012,0.079,0.016,0.013,0.021
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4006969212,0.545,0.584,-0.078,0.63,0.6,0.061
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,8507001,0.493,0.532,-0.078,0.53,0.531,-0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,8532001,0.507,0.468,0.078,0.47,0.469,0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,43530666212,0.006,0.014,-0.078,0.007,0.014,-0.065
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,198809212,0.006,0.001,0.077,0.004,0.001,0.055
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4267297212,0.006,0.001,0.077,0.004,0.001,0.055
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4213310212,0.022,0.035,-0.077,0.026,0.034,-0.045
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,375527212,0.027,0.016,0.077,0.017,0.016,0.006
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4242411212,0.267,0.301,-0.077,0.322,0.31,0.025
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4098604212,0.055,0.039,0.076,0.047,0.042,0.025
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4104431212,0.007,0.002,0.076,0.005,0.002,0.063
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4115408212,0.031,0.019,0.075,0.021,0.02,0.008
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,133729212,0.023,0.013,0.074,0.018,0.014,0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4332880212,0.007,0.002,0.074,0.005,0.002,0.061
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443283212,0.008,0.003,0.074,0.007,0.003,0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435515212,0.196,0.168,0.073,0.187,0.177,0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4344497212,0.138,0.114,0.073,0.122,0.119,0.007
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,196456212,0.014,0.007,0.073,0.011,0.007,0.042
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40481346212,0.008,0.003,0.073,0.007,0.003,0.061
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435613212,0.018,0.01,0.072,0.014,0.01,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4092879212,0.012,0.006,0.072,0.011,0.006,0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,253506212,0.797,0.825,-0.072,0.844,0.836,0.024
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,80180212,0.101,0.08,0.072,0.095,0.084,0.039
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,441833212,0.007,0.002,0.071,0.005,0.002,0.059
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4134294212,0.059,0.044,0.071,0.046,0.045,0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,193518212,0.014,0.007,0.071,0.01,0.007,0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4115576212,0.014,0.007,0.071,0.011,0.007,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435783212,0.009,0.017,-0.071,0.008,0.017,-0.077
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,16003,0.06,0.078,-0.07,0.07,0.079,-0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4018852212,0.275,0.307,-0.069,0.328,0.316,0.026
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443785212,0.005,0.001,0.069,0.003,0.001,0.044
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4170569212,0.059,0.044,0.069,0.051,0.047,0.015
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,317009212,0.123,0.102,0.068,0.105,0.103,0.006
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40484533212,0.345,0.314,0.067,0.336,0.327,0.02
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,255848212,0.792,0.819,-0.067,0.839,0.83,0.024
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4318404212,0.792,0.819,-0.067,0.839,0.83,0.024
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,133810212,0.017,0.01,0.067,0.014,0.01,0.03
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443727212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4093780212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4201128212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4209145212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4245042212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42536605212,0.025,0.015,0.067,0.022,0.016,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4308811212,0.008,0.003,0.067,0.005,0.004,0.02
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,200687212,0.007,0.003,0.066,0.005,0.003,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4225273212,0.004,0.001,0.066,-0.002,0.001,0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42709838212,0.013,0.006,0.066,0.009,0.007,0.025
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,138388212,0.017,0.01,0.066,0.014,0.011,0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,192956212,0.007,0.002,0.066,0.005,0.002,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4132552212,0.024,0.015,0.066,0.016,0.016,-0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4175297212,0.779,0.806,-0.065,0.825,0.817,0.021
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4128194212,-0.003,0.007,-0.065,0.002,0.005,-0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4178680212,0.124,0.103,0.065,0.117,0.107,0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,75576212,0.014,0.007,0.064,0.012,0.008,0.039
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4209423212,0.068,0.052,0.064,0.059,0.053,0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4338120212,0.15,0.127,0.064,0.145,0.133,0.032
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4009303212,0.024,0.015,0.063,0.022,0.016,0.039
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,433595212,0.083,0.066,0.063,0.074,0.071,0.011
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,196523212,0.09,0.073,0.063,0.086,0.076,0.037
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,195856212,0.007,0.003,0.063,0.005,0.003,0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,436073212,0.021,0.031,-0.063,0.022,0.031,-0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,375519212,0.009,0.004,0.063,0.007,0.004,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40486024212,0.017,0.01,0.062,0.012,0.01,0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,432975212,-0.003,0.006,-0.062,0.002,0.005,-0.037
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,137345212,0.008,0.003,0.062,0.008,0.003,0.059
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,261880212,0.034,0.024,0.062,0.032,0.025,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4028389212,0.773,0.798,-0.062,0.821,0.81,0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4050102212,-0.003,0.006,-0.062,0.002,0.005,-0.037
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,30753212,0.008,0.003,0.061,0.007,0.004,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,197320212,0.226,0.252,-0.061,0.273,0.258,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4126305212,0.226,0.252,-0.061,0.273,0.258,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,194709212,-0.003,0.006,-0.061,0.002,0.005,-0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,439390212,-0.003,0.006,-0.061,0.002,0.005,-0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4152967212,-0.003,0.006,-0.061,0.002,0.005,-0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,256451212,0.031,0.021,0.061,0.028,0.022,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37017896212,0.007,0.003,0.061,0.005,0.003,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443410212,0.773,0.798,-0.061,0.821,0.81,0.028
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4034964212,0.164,0.142,0.061,0.155,0.151,0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,434490212,0.004,0.001,0.06,0.005,0.001,0.072
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4087630212,0.004,0.001,0.06,0.005,0.001,0.072
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,134736212,0.04,0.029,0.06,0.032,0.03,0.011
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,444367212,0.003,0.001,0.059,-0.002,0.001,0.038
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4059290212,0.025,0.017,0.059,0.019,0.018,0.008
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443563212,0.004,0.001,0.059,0.003,0.001,0.053
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,438028212,0.008,0.004,0.059,0.007,0.004,0.047
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,374366212,-0.003,0.003,-0.059,-0.002,0.003,-0.066
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4116778212,0.052,0.04,0.059,0.049,0.042,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4143463212,-0.003,0.003,-0.058,-0.002,0.003,-0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4174994212,0.006,0.002,0.058,0.004,0.002,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4208664212,0.006,0.002,0.058,0.004,0.002,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4132314212,0.005,0.01,-0.058,0.005,0.011,-0.068
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,759852212,0.007,0.003,0.058,0.005,0.003,0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,374009212,0.142,0.163,-0.058,0.152,0.162,-0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,72993212,-0.003,0.003,-0.058,-0.002,0.003,-0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,26727212,0.007,0.003,0.058,0.004,0.003,0.007
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4113998212,0.03,0.021,0.057,0.024,0.021,0.016
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4193167212,0.006,0.002,0.057,0.004,0.002,0.039
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,201820212,0.391,0.363,0.057,0.369,0.371,-0.005
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4162282212,0.816,0.838,-0.057,0.861,0.848,0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4323826212,0.003,0.001,0.057,0.003,0.001,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4028876212,0.812,0.833,-0.057,0.857,0.844,0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,441260212,0.01,0.005,0.057,0.007,0.005,0.025
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4115107212,0.012,0.007,0.056,0.009,0.007,0.019
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4180170212,0.816,0.837,-0.056,0.861,0.848,0.037
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,444208212,0.026,0.018,0.056,0.019,0.019,-0.001
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,198199212,0.007,0.003,0.056,0.006,0.004,0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4170143212,0.802,0.824,-0.055,0.841,0.835,0.016
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37016767212,0.003,0.001,0.055,-0.002,0.001,0.028
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,376383212,0.009,0.005,0.055,0.007,0.005,0.028
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,433735212,0.003,0.001,0.055,0.003,0.001,0.044
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,201061212,0.014,0.008,0.055,0.011,0.009,0.018
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,377091212,0.061,0.049,0.055,0.055,0.05,0.022
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,192964212,0.007,0.003,0.055,0.006,0.004,0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4311853212,0.007,0.003,0.055,0.006,0.004,0.029
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,194087212,0.014,0.021,-0.054,0.016,0.022,-0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4291005212,0.014,0.021,-0.054,0.016,0.022,-0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4341650212,0.014,0.021,-0.054,0.016,0.022,-0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42709843212,0.004,0.001,0.054,0.003,0.001,0.036
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,45772937212,-0.003,0.003,-0.054,-0.002,0.003,-0.033
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,46273487212,-0.003,0.003,-0.054,-0.002,0.003,-0.033
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,81902212,0.088,0.073,0.054,0.078,0.077,0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,759853212,0.007,0.003,0.054,0.005,0.003,0.031
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4013991212,0.077,0.063,0.054,0.077,0.066,0.04
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,255334212,0.015,0.009,0.054,0.015,0.009,0.053
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,197988212,0.005,0.002,0.054,0.003,0.002,0.018
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4159963212,0.029,0.021,0.053,0.025,0.022,0.019
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,132393212,-0.003,0.005,-0.053,-0.002,0.005,-0.067
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4133224212,-0.003,0.003,-0.053,-0.002,0.003,-0.05
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4260916212,0.003,0.001,0.053,-0.002,0.001,0.034
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,42538830212,0.348,0.323,0.053,0.343,0.337,0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37312218212,0.004,0.001,0.053,-0.002,0.001,0.022
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4096196212,-0.003,0.005,-0.052,-0.002,0.005,-0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,439093212,0.003,0.006,-0.052,0.003,0.005,-0.027
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,11003,0.112,0.096,0.052,0.109,0.096,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40481998212,0.007,0.004,0.052,0.004,0.003,0.006
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,45763653212,-0.003,0.004,-0.052,-0.002,0.004,-0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,436665212,0.031,0.023,0.052,0.022,0.023,-0.008
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,377830212,0.003,0.001,0.051,0.003,0.001,0.047
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,255891212,0.01,0.005,0.051,0.009,0.005,0.042
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,257628212,0.01,0.005,0.051,0.009,0.005,0.042
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,440069212,0.086,0.072,0.051,0.077,0.073,0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,6003,0.041,0.031,0.051,0.032,0.029,0.015
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4151529212,0.003,0.007,-0.051,0.003,0.005,-0.035
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435839212,0.007,0.004,0.051,0.006,0.004,0.023
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,46270027212,-0.003,0.003,-0.051,-0.002,0.003,-0.062
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,45768910212,0.086,0.072,0.051,0.07,0.073,-0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4287399212,0.016,0.01,0.051,0.012,0.011,0.018
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4117779212,0.052,0.041,0.051,0.041,0.043,-0.013
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4022202212,0.004,0.008,-0.05,0.004,0.006,-0.033
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,443601212,0.017,0.011,0.05,0.019,0.011,0.059
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,373449212,0.003,0.001,0.05,0.003,0.001,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4099350212,0.09,0.076,0.05,0.08,0.08,-0.002
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4083787212,0.065,0.053,0.05,0.058,0.056,0.01
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4063306212,-0.003,0.003,-0.05,-0.002,0.002,-0.025
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4181965212,0.003,0.007,-0.05,0.003,0.008,-0.068
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4138412212,-0.003,0.004,-0.05,-0.002,0.004,-0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,439002212,0.017,0.011,0.05,0.017,0.012,0.041
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,37018424212,0.062,0.051,0.05,0.057,0.053,0.015
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4143397212,0.004,0.001,0.05,0.003,0.001,0.026
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,201826212,0.378,0.354,0.05,0.359,0.362,-0.007
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,45757435212,0.003,0.001,0.05,0.004,0.001,0.06
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40481517212,0.01,0.006,0.05,0.006,0.006,-0.001
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,435224212,0.051,0.04,0.05,0.052,0.043,0.044
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4230399212,-0.003,0.004,-0.05,-0.002,0.004,-0.057
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,436222212,0.019,0.026,-0.049,0.018,0.026,-0.058
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4013074212,0.257,0.236,0.049,0.25,0.246,0.01
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4013842212,0.257,0.236,0.049,0.25,0.246,0.01
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40480513212,0.257,0.236,0.049,0.25,0.246,0.01
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,440543212,0.003,0.001,0.049,0.003,0.001,0.053
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,4158910212,0.003,0.001,0.049,0.003,0.001,0.046
"cdm_premier_covid_v1240",16733,16736,16741,1,NA,40491340212,0.003,0.001,0.049,0.003,0.001,0.053
